country,sex,birthyear,age,life_satisfaction,work_importance,financial_satisfaction,religiousity,political_scale,marital_status,employment,work_importance_r,age_group
SGP,Male,1993,27,7,1,8,Not a religious person,3,Single,Full time,4,18-28
SGP,Female,1993,27,7,2,5,An atheist,1,Married,Homemaker not otherwise employed,3,18-28
SGP,Female,1993,27,8,2,9,A religious person,6,Single,Full time,3,18-28
SGP,Male,1992,27,9,1,8,Not a religious person,1,Single,Unemployed,4,18-28
SGP,Female,1993,27,6,2,5,A religious person,5,Single,Full time,3,18-28
SGP,Male,1993,27,7,1,5,Not a religious person,3,Single,Self employed,4,18-28
SGP,Male,1993,27,7,2,6,An atheist,5,Single,Student,3,18-28
SGP,Male,1992,27,8,2,7,A religious person,4,Married,Full time,3,18-28
SGP,Male,1992,27,10,1,8,Not a religious person,5,Married,Full time,4,18-28
SGP,Male,1992,27,8,2,8,A religious person,5,Single,Full time,3,18-28
SGP,Male,1993,27,7,1,7,Not a religious person,5,Single,Full time,4,18-28
SGP,Male,1993,27,8,2,8,Not a religious person,8,Married,Full time,3,18-28
SGP,Female,1993,27,8,3,8,A religious person,5,Single,Full time,2,18-28
SGP,Female,1993,27,7,2,7,Not a religious person,6,Single,Full time,3,18-28
SGP,Female,1993,27,5,1,5,Not a religious person,5,Single,Full time,4,18-28
CAN,Female,1994,26,8,1,7,Not a religious person,5,Living together as married,Full time,4,18-28
CAN,Female,1994,26,7,1,7,A religious person,3,Married,Full time,4,18-28
CAN,Female,1994,26,6,2,4,Not a religious person,3,Single,Full time,3,18-28
CAN,Female,1994,26,7,2,8,Not a religious person,6,Living together as married,Student,3,18-28
CAN,Female,1994,26,6,2,6,An atheist,1,Married,Homemaker not otherwise employed,3,18-28
CAN,Female,1994,26,6,2,5,An atheist,5,Single,Full time,3,18-28
CAN,Male,1994,26,9,2,3,A religious person,5,Living together as married,Unemployed,3,18-28
CAN,Male,1994,26,6,2,6,A religious person,6,Single,Full time,3,18-28
CAN,Male,1993,26,8,1,8,Not a religious person,8,Single,Full time,4,18-28
CAN,Male,1994,26,7,2,8,An atheist,3,Single,Full time,3,18-28
CAN,Male,1994,26,7,2,7,A religious person,9,Married,Full time,3,18-28
CAN,Female,1994,26,7,1,4,A religious person,6,Married,Full time,4,18-28
CAN,Female,1994,26,7,2,7,An atheist,4,Single,Full time,3,18-28
CAN,Female,1994,26,7,2,4,Not a religious person,5,Single,Student,3,18-28
CAN,Male,1994,26,4,1,3,A religious person,4,Single,Part time,4,18-28
CAN,Female,1993,26,8,3,9,Not a religious person,5,Living together as married,Full time,2,18-28
CAN,Female,1994,26,5,2,5,Not a religious person,6,Single,Full time,3,18-28
CAN,Female,1994,26,6,1,6,Not a religious person,7,Single,Full time,4,18-28
CAN,Female,1994,26,9,1,6,A religious person,4,Living together as married,Full time,4,18-28
CAN,Female,1993,26,7,1,5,Not a religious person,5,Single,Full time,4,18-28
CAN,Male,1993,26,6,1,7,Not a religious person,7,Single,Full time,4,18-28
CAN,Female,1994,26,9,2,7,An atheist,3,Living together as married,Full time,3,18-28
CAN,Female,1994,26,6,1,4,Not a religious person,3,Single,Full time,4,18-28
CAN,Female,1993,26,7,1,7,A religious person,5,Living together as married,Student,4,18-28
CAN,Male,1993,26,10,1,9,A religious person,10,Married,Full time,4,18-28
CAN,Male,1994,26,7,1,7,Not a religious person,1,Single,Full time,4,18-28
CAN,Male,1994,26,6,1,4,Not a religious person,5,Single,Full time,4,18-28
CAN,Female,1994,26,8,2,6,Not a religious person,5,Living together as married,Full time,3,18-28
CAN,Male,1993,26,8,2,8,An atheist,7,Single,Full time,3,18-28
CAN,Female,1994,26,10,2,10,Not a religious person,6,Single,Unemployed,3,18-28
CAN,Female,1994,26,1,4,1,A religious person,5,Single,Other,1,18-28
CAN,Male,1993,26,9,2,8,A religious person,10,Married,Full time,3,18-28
CAN,Female,1994,26,7,1,7,An atheist,5,Living together as married,Student,4,18-28
CAN,Male,1993,26,10,2,10,A religious person,10,Married,Full time,3,18-28
CAN,Female,1994,26,8,1,4,An atheist,5,Single,Full time,4,18-28
CAN,Male,1994,26,4,2,4,A religious person,3,Single,Part time,3,18-28
CAN,Male,1994,26,7,1,8,Not a religious person,7,Living together as married,Full time,4,18-28
CAN,Female,1994,26,10,2,10,Not a religious person,5,Single,Full time,3,18-28
CAN,Female,1994,26,6,2,5,An atheist,3,Living together as married,Full time,3,18-28
CAN,Female,1993,26,7,2,3,Not a religious person,5,Living together as married,Full time,3,18-28
CAN,Female,1994,26,9,2,6,A religious person,5,Living together as married,Full time,3,18-28
CAN,Female,1994,26,6,2,4,An atheist,3,Living together as married,Full time,3,18-28
CAN,Male,1994,26,6,3,3,Not a religious person,5,Single,Part time,2,18-28
CAN,Female,1994,26,4,1,7,Not a religious person,1,Single,Part time,4,18-28
CAN,Male,1994,26,3,1,6,A religious person,1,Single,Student,4,18-28
CAN,Male,1993,26,7,2,7,Not a religious person,7,Single,Full time,3,18-28
CAN,Female,1994,26,9,1,9,Not a religious person,8,Single,Full time,4,18-28
CAN,Male,1995,26,5,1,7,A religious person,8,Single,Full time,4,18-28
CAN,Female,1994,26,7,2,7,Not a religious person,1,Living together as married,Full time,3,18-28
CAN,Female,1993,26,7,2,6,Not a religious person,5,Living together as married,Full time,3,18-28
CAN,Female,1994,26,7,1,1,Not a religious person,6,Single,Full time,4,18-28
CAN,Male,1994,26,1,3,4,An atheist,2,Single,Full time,2,18-28
CAN,Female,1994,26,4,1,4,An atheist,1,Single,Student,4,18-28
CAN,Female,1994,26,7,1,5,Not a religious person,6,Living together as married,Full time,4,18-28
CAN,Male,1994,26,2,2,1,An atheist,1,Living together as married,Part time,3,18-28
CAN,Male,1996,26,6,2,7,A religious person,7,Single,Full time,3,18-28
CAN,Female,1993,26,6,2,8,An atheist,3,Living together as married,Full time,3,18-28
CAN,Female,1994,26,10,1,10,A religious person,10,Married,Full time,4,18-28
CAN,Female,1994,26,6,2,6,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1993,26,8,2,6,An atheist,2,Living together as married,Student,3,18-28
CAN,Male,1994,26,8,2,7,Not a religious person,8,Divorced,Retired/pensioned,3,18-28
CAN,Female,1994,26,8,1,7,Not a religious person,5,Single,Full time,4,18-28
CAN,Female,1994,26,6,1,6,A religious person,7,Single,Full time,4,18-28
CAN,Female,1993,26,6,2,8,Not a religious person,7,Divorced,Full time,3,18-28
CAN,Male,1994,26,7,1,7,A religious person,7,Living together as married,Full time,4,18-28
CAN,Female,1994,26,6,2,4,Not a religious person,2,Living together as married,Part time,3,18-28
CAN,Female,1994,26,7,2,6,An atheist,5,Living together as married,Full time,3,18-28
CAN,Male,1994,26,6,3,6,A religious person,7,Single,Student,2,18-28
CAN,Female,1994,26,9,1,6,A religious person,5,Living together as married,Full time,4,18-28
CAN,Female,1994,26,7,3,4,A religious person,8,Married,Homemaker not otherwise employed,2,18-28
CAN,Male,1994,26,9,2,9,An atheist,6,Married,Full time,3,18-28
CAN,Female,1994,26,5,2,5,Not a religious person,5,Single,Student,3,18-28
CAN,Male,1994,26,7,3,6,Not a religious person,2,Living together as married,Part time,2,18-28
CAN,Male,1993,26,7,1,2,Not a religious person,6,Single,Self employed,4,18-28
CAN,Female,1994,26,6,2,6,Not a religious person,4,Married,Full time,3,18-28
CAN,Female,1994,26,8,1,7,An atheist,5,Single,Full time,4,18-28
CAN,Male,1994,26,8,2,9,Not a religious person,2,Living together as married,Student,3,18-28
CAN,Female,1994,26,7,3,7,An atheist,5,Living together as married,Homemaker not otherwise employed,2,18-28
CAN,Male,1994,26,8,2,5,An atheist,5,Single,Full time,3,18-28
CAN,Female,1994,26,7,1,6,Not a religious person,8,Single,Student,4,18-28
CAN,Female,1994,26,8,1,4,A religious person,2,Living together as married,Student,4,18-28
CAN,Female,1994,26,8,1,8,Not a religious person,7,Single,Full time,4,18-28
NZL,Male,1993,26,5,2,9,An atheist,3,Single,Unemployed,3,18-28
NZL,Female,1993,26,6,1,3,Not a religious person,5,Living together as married,Full time,4,18-28
NZL,Female,1993,26,9,2,7,A religious person,3,Living together as married,Full time,3,18-28
SGP,Male,1993,26,5,2,5,Not a religious person,6,Single,Unemployed,3,18-28
SGP,Male,1993,26,8,2,8,Not a religious person,4,Single,Student,3,18-28
SGP,Male,1994,26,9,1,7,Not a religious person,4,Living together as married,Full time,4,18-28
SGP,Female,1993,26,7,2,7,Not a religious person,7,Single,Student,3,18-28
SGP,Female,1994,26,7,2,8,A religious person,6,Single,Full time,3,18-28
SGP,Male,1993,26,7,2,4,Not a religious person,6,Single,Unemployed,3,18-28
SGP,Female,1993,26,2,1,1,A religious person,5,Single,Full time,4,18-28
SGP,Male,1994,26,8,2,8,A religious person,3,Single,Full time,3,18-28
SGP,Male,1993,26,6,1,6,A religious person,3,Single,Unemployed,4,18-28
SGP,Male,1993,26,3,1,4,Not a religious person,2,Single,Part time,4,18-28
SGP,Male,1993,26,4,2,7,Not a religious person,7,Single,Student,3,18-28
SGP,Male,1993,26,7,1,8,A religious person,4,Single,Full time,4,18-28
SGP,Male,1994,26,6,1,7,A religious person,1,Single,Full time,4,18-28
SGP,Female,1994,26,5,2,5,A religious person,5,Single,Full time,3,18-28
SGP,Female,1994,26,4,2,4,Not a religious person,5,Married,Full time,3,18-28
SGP,Female,1993,26,7,2,6,Not a religious person,3,Married,Self employed,3,18-28
SGP,Female,1994,26,7,2,6,A religious person,5,Single,Full time,3,18-28
SGP,Female,1993,26,2,1,7,A religious person,1,Married,Homemaker not otherwise employed,4,18-28
SGP,Male,1993,26,7,2,6,Not a religious person,6,Single,Student,3,18-28
SGP,Female,1993,26,6,2,7,A religious person,5,Single,Unemployed,3,18-28
SGP,Female,1993,26,6,2,5,Not a religious person,5,Single,Full time,3,18-28
SGP,Male,1993,26,7,3,7,Not a religious person,6,Single,Full time,2,18-28
SGP,Female,1993,26,10,1,6,Not a religious person,6,Single,Part time,4,18-28
SGP,Male,1993,26,5,2,5,An atheist,1,Single,Full time,3,18-28
SGP,Male,1993,26,7,1,7,Not a religious person,4,Married,Full time,4,18-28
SGP,Male,1993,26,7,2,7,An atheist,3,Single,Student,3,18-28
SGP,Male,1994,26,7,1,5,Not a religious person,8,Single,Full time,4,18-28
SGP,Female,1994,26,3,2,2,Not a religious person,1,Single,Full time,3,18-28
SGP,Male,1994,26,10,1,10,A religious person,1,Single,Full time,4,18-28
CAN,Male,1995,25,7,1,6,A religious person,6,Single,Part time,4,18-28
CAN,Female,1995,25,8,2,6,A religious person,7,Married,Part time,3,18-28
CAN,Female,1994,25,3,3,1,Not a religious person,1,Single,Unemployed,2,18-28
CAN,Male,1994,25,6,3,6,An atheist,6,Single,Full time,2,18-28
CAN,Male,1995,25,9,1,9,A religious person,8,Single,Student,4,18-28
CAN,Female,1995,25,3,2,7,A religious person,4,Single,Student,3,18-28
CAN,Male,1994,25,7,2,7,An atheist,5,Single,Full time,3,18-28
CAN,Female,1995,25,5,1,5,Not a religious person,5,Married,Full time,4,18-28
CAN,Female,1995,25,2,1,1,Not a religious person,5,Living together as married,Other,4,18-28
CAN,Male,1995,25,4,2,8,A religious person,8,Single,Full time,3,18-28
CAN,Female,1995,25,3,2,2,An atheist,2,Single,Unemployed,3,18-28
CAN,Male,1994,25,5,1,2,Not a religious person,5,Single,Student,4,18-28
CAN,Male,1995,25,3,2,3,An atheist,3,Single,Student,3,18-28
CAN,Female,1995,25,7,1,8,Not a religious person,2,Single,Student,4,18-28
CAN,Female,1995,25,6,1,9,Not a religious person,5,Living together as married,Full time,4,18-28
CAN,Female,1995,25,6,1,5,Not a religious person,3,Single,Full time,4,18-28
CAN,Female,1994,25,8,1,8,A religious person,5,Living together as married,Homemaker not otherwise employed,4,18-28
CAN,Female,1994,25,6,1,6,An atheist,2,Living together as married,Full time,4,18-28
CAN,Female,1995,25,7,1,8,Not a religious person,4,Single,Student,4,18-28
CAN,Female,1995,25,7,1,9,A religious person,10,Married,Homemaker not otherwise employed,4,18-28
CAN,Female,1995,25,7,1,7,An atheist,2,Single,Student,4,18-28
CAN,Female,1995,25,7,2,5,A religious person,2,Single,Student,3,18-28
CAN,Female,1995,25,6,1,6,A religious person,5,Single,Student,4,18-28
CAN,Female,1995,25,8,1,8,An atheist,5,Single,Part time,4,18-28
CAN,Female,1994,25,8,2,6,Not a religious person,5,Single,Unemployed,3,18-28
CAN,Female,1995,25,10,1,5,A religious person,5,Single,Full time,4,18-28
CAN,Female,1995,25,10,1,10,A religious person,5,Single,Full time,4,18-28
CAN,Male,1995,25,7,2,8,A religious person,5,Married,Full time,3,18-28
CAN,Female,1995,25,5,2,4,An atheist,3,Single,Unemployed,3,18-28
CAN,Female,1995,25,7,3,4,An atheist,5,Single,Full time,2,18-28
CAN,Female,1995,25,8,1,7,A religious person,7,Living together as married,Student,4,18-28
CAN,Female,1995,25,7,1,7,Not a religious person,5,Living together as married,Full time,4,18-28
CAN,Male,1995,25,9,2,8,An atheist,6,Living together as married,Full time,3,18-28
CAN,Male,1995,25,6,2,6,Not a religious person,6,Married,Unemployed,3,18-28
CAN,Male,1995,25,7,1,7,Not a religious person,7,Married,Part time,4,18-28
CAN,Female,1995,25,7,1,7,A religious person,4,Married,Full time,4,18-28
CAN,Female,1995,25,7,2,7,A religious person,6,Single,Full time,3,18-28
CAN,Female,1995,25,1,3,1,An atheist,3,Single,Full time,2,18-28
CAN,Female,1994,25,8,1,3,Not a religious person,5,Married,Full time,4,18-28
CAN,Male,1995,25,8,1,8,A religious person,8,Living together as married,Part time,4,18-28
CAN,Male,1995,25,7,2,7,Not a religious person,6,Single,Full time,3,18-28
CAN,Female,1995,25,5,2,5,Not a religious person,5,Married,Part time,3,18-28
CAN,Male,1995,25,6,2,5,Not a religious person,6,Single,Unemployed,3,18-28
CAN,Female,1995,25,5,1,6,A religious person,5,Single,Full time,4,18-28
CAN,Female,1994,25,4,2,1,A religious person,6,Single,Full time,3,18-28
CAN,Male,1995,25,7,1,7,An atheist,6,Single,Full time,4,18-28
CAN,Male,1995,25,6,1,5,Not a religious person,6,Single,Part time,4,18-28
CAN,Female,1995,25,6,2,5,Not a religious person,4,Single,Unemployed,3,18-28
CAN,Female,1995,25,7,1,9,A religious person,3,Single,Student,4,18-28
CAN,Female,1995,25,6,1,5,Not a religious person,6,Single,Student,4,18-28
CAN,Female,1995,25,5,3,6,An atheist,4,Single,Self employed,2,18-28
CAN,Male,1995,25,7,2,6,A religious person,3,Single,Unemployed,3,18-28
CAN,Female,1994,25,6,2,5,An atheist,3,Separated,Full time,3,18-28
CAN,Female,1995,25,7,2,9,An atheist,5,Single,Student,3,18-28
CAN,Male,1994,25,8,2,6,An atheist,2,Single,Part time,3,18-28
CAN,Female,1995,25,8,1,8,A religious person,7,Married,Part time,4,18-28
CAN,Male,1994,25,10,1,6,An atheist,5,Living together as married,Full time,4,18-28
CAN,Male,1995,25,6,2,7,An atheist,6,Single,Student,3,18-28
CAN,Female,1994,25,8,3,4,Not a religious person,5,Living together as married,Homemaker not otherwise employed,2,18-28
CAN,Female,1995,25,9,2,9,Not a religious person,4,Living together as married,Full time,3,18-28
CAN,Female,1995,25,7,2,5,Not a religious person,7,Living together as married,Full time,3,18-28
CAN,Male,1995,25,1,2,2,Not a religious person,1,Single,Student,3,18-28
CAN,Female,1995,25,4,2,4,A religious person,5,Single,Student,3,18-28
CAN,Female,1995,25,7,1,3,An atheist,5,Living together as married,Self employed,4,18-28
CAN,Female,1995,25,2,1,2,An atheist,4,Single,Part time,4,18-28
CAN,Male,1996,25,4,2,7,Not a religious person,5,Married,Unemployed,3,18-28
CAN,Female,1995,25,4,1,6,A religious person,5,Single,Student,4,18-28
CAN,Female,1995,25,8,1,2,A religious person,3,Single,Student,4,18-28
NZL,Male,1994,25,6,2,7,A religious person,9,Single,Full time,3,18-28
NZL,Male,1994,25,7,2,4,Not a religious person,7,Living together as married,Student,3,18-28
SGP,Male,1995,25,5,3,4,An atheist,6,Single,Unemployed,2,18-28
SGP,Female,1995,25,10,1,10,An atheist,8,Single,Full time,4,18-28
SGP,Male,1994,25,7,1,6,An atheist,2,Single,Student,4,18-28
SGP,Male,1994,25,4,2,9,Not a religious person,4,Single,Full time,3,18-28
SGP,Female,1994,25,6,2,6,A religious person,4,Single,Self employed,3,18-28
SGP,Male,1995,25,7,2,7,Not a religious person,5,Single,Part time,3,18-28
SGP,Male,1995,25,8,2,6,An atheist,2,Single,Student,3,18-28
SGP,Female,1995,25,7,2,7,A religious person,5,Single,Full time,3,18-28
SGP,Male,1994,25,8,2,7,Not a religious person,5,Married,Full time,3,18-28
SGP,Male,1994,25,10,1,5,A religious person,5,Single,Other,4,18-28
SGP,Female,1994,25,8,2,8,A religious person,5,Single,Full time,3,18-28
SGP,Male,1994,25,3,2,8,Not a religious person,4,Single,Full time,3,18-28
SGP,Male,1994,25,4,2,4,A religious person,3,Single,Full time,3,18-28
SGP,Female,1994,25,7,2,7,An atheist,3,Single,Full time,3,18-28
SGP,Female,1995,25,7,1,4,An atheist,1,Single,Full time,4,18-28
SGP,Male,1995,25,6,2,5,A religious person,7,Single,Student,3,18-28
SGP,Female,1995,25,8,2,7,A religious person,8,Married,Full time,3,18-28
SGP,Male,1994,25,6,1,4,Not a religious person,6,Single,Self employed,4,18-28
SGP,Male,1995,25,8,2,6,Not a religious person,4,Single,Student,3,18-28
SGP,Female,1994,25,4,1,8,A religious person,5,Single,Full time,4,18-28
SGP,Male,1995,25,9,2,10,An atheist,5,Single,Unemployed,3,18-28
SGP,Female,1995,25,8,2,8,A religious person,1,Single,Student,3,18-28
SGP,Male,1995,25,8,2,9,Not a religious person,2,Single,Student,3,18-28
SGP,Male,1995,25,8,2,7,A religious person,7,Married,Full time,3,18-28
SGP,Female,1994,25,7,2,7,A religious person,5,Single,Full time,3,18-28
SGP,Female,1994,25,7,1,5,A religious person,5,Separated,Homemaker not otherwise employed,4,18-28
SGP,Female,1995,25,5,1,2,Not a religious person,3,Married,Full time,4,18-28
SGP,Male,1994,25,8,2,7,Not a religious person,5,Single,Full time,3,18-28
SGP,Female,1995,25,6,2,5,Not a religious person,3,Single,Full time,3,18-28
SGP,Female,1995,25,6,2,5,Not a religious person,7,Single,Full time,3,18-28
SGP,Female,1995,25,7,1,7,An atheist,1,Single,Full time,4,18-28
SGP,Male,1995,25,7,2,7,Not a religious person,6,Single,Student,3,18-28
SGP,Male,1995,25,6,2,7,Not a religious person,6,Single,Full time,3,18-28
CAN,Male,1996,24,6,1,6,A religious person,5,Single,Full time,4,18-28
CAN,Male,1996,24,1,1,3,Not a religious person,3,Living together as married,Part time,4,18-28
CAN,Male,1996,24,7,1,7,An atheist,7,Living together as married,Full time,4,18-28
CAN,Male,1996,24,7,1,5,Not a religious person,3,Single,Full time,4,18-28
CAN,Female,1996,24,4,2,5,Not a religious person,6,Single,Part time,3,18-28
CAN,Female,1995,24,7,2,8,A religious person,7,Married,Student,3,18-28
CAN,Male,1996,24,7,2,8,Not a religious person,4,Single,Student,3,18-28
CAN,Female,1996,24,4,2,1,Not a religious person,3,Single,Student,3,18-28
CAN,Female,1996,24,5,1,5,Not a religious person,5,Living together as married,Full time,4,18-28
CAN,Female,1996,24,6,1,4,Not a religious person,3,Single,Unemployed,4,18-28
CAN,Male,1995,24,9,3,4,A religious person,8,Single,Full time,2,18-28
CAN,Female,1995,24,8,2,9,Not a religious person,6,Living together as married,Full time,3,18-28
CAN,Female,1996,24,6,1,5,An atheist,6,Single,Part time,4,18-28
CAN,Female,1996,24,8,2,8,Not a religious person,4,Single,Student,3,18-28
CAN,Female,1996,24,8,3,8,Not a religious person,1,Single,Student,2,18-28
CAN,Female,1995,24,4,2,3,Not a religious person,5,Single,Full time,3,18-28
CAN,Female,1995,24,7,2,7,Not a religious person,7,Married,Full time,3,18-28
CAN,Male,1996,24,1,1,1,An atheist,5,Single,Unemployed,4,18-28
CAN,Female,1996,24,9,1,8,Not a religious person,6,Single,Student,4,18-28
CAN,Female,1996,24,8,1,5,Not a religious person,5,Living together as married,Student,4,18-28
CAN,Female,1996,24,6,2,6,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1996,24,8,1,8,Not a religious person,4,Single,Full time,4,18-28
CAN,Male,1996,24,5,1,6,A religious person,5,Single,Student,4,18-28
CAN,Female,1996,24,5,2,4,Not a religious person,5,Single,Unemployed,3,18-28
CAN,Male,1996,24,6,1,7,Not a religious person,5,Single,Full time,4,18-28
CAN,Male,1995,24,6,1,7,A religious person,5,Living together as married,Full time,4,18-28
CAN,Male,1995,24,4,2,6,Not a religious person,4,Single,Full time,3,18-28
CAN,Male,1996,24,7,2,7,Not a religious person,3,Single,Full time,3,18-28
CAN,Female,1995,24,5,2,5,Not a religious person,2,Single,Full time,3,18-28
CAN,Female,1996,24,7,2,6,Not a religious person,5,Single,Full time,3,18-28
CAN,Female,1996,24,1,2,3,Not a religious person,5,Single,Student,3,18-28
CAN,Female,1996,24,6,2,6,An atheist,3,Single,Full time,3,18-28
CAN,Female,1996,24,5,3,2,Not a religious person,2,Living together as married,Homemaker not otherwise employed,2,18-28
CAN,Female,1995,24,7,1,10,A religious person,5,Married,Part time,4,18-28
CAN,Female,1996,24,7,1,7,Not a religious person,7,Living together as married,Full time,4,18-28
CAN,Male,1996,24,9,2,7,Not a religious person,7,Single,Self employed,3,18-28
CAN,Male,1996,24,8,2,10,Not a religious person,3,Single,Part time,3,18-28
CAN,Female,1996,24,7,2,5,Not a religious person,6,Living together as married,Student,3,18-28
CAN,Female,1996,24,6,1,5,Not a religious person,1,Divorced,Full time,4,18-28
CAN,Female,1994,24,5,2,6,An atheist,1,Single,Part time,3,18-28
CAN,Male,1996,24,7,2,10,Not a religious person,10,Married,Full time,3,18-28
CAN,Female,1996,24,7,1,7,A religious person,6,Married,Full time,4,18-28
CAN,Female,1995,24,5,3,9,An atheist,4,Living together as married,Full time,2,18-28
CAN,Male,1996,24,7,2,7,A religious person,7,Single,Full time,3,18-28
CAN,Male,1995,24,8,1,5,A religious person,3,Single,Student,4,18-28
CAN,Male,1996,24,10,1,8,Not a religious person,8,Living together as married,Full time,4,18-28
CAN,Female,1996,24,8,2,5,Not a religious person,8,Living together as married,Student,3,18-28
CAN,Female,1996,24,8,1,8,A religious person,7,Living together as married,Student,4,18-28
CAN,Female,1996,24,7,4,5,A religious person,6,Single,Student,1,18-28
CAN,Female,1995,24,7,2,7,A religious person,7,Living together as married,Student,3,18-28
CAN,Female,1996,24,6,2,7,Not a religious person,5,Single,Part time,3,18-28
CAN,Male,1996,24,5,2,5,An atheist,4,Single,Full time,3,18-28
CAN,Female,1996,24,7,2,5,A religious person,3,Living together as married,Unemployed,3,18-28
CAN,Female,1995,24,8,1,5,Not a religious person,5,Living together as married,Self employed,4,18-28
CAN,Male,1996,24,7,2,6,Not a religious person,7,Single,Student,3,18-28
CAN,Female,1996,24,5,2,5,Not a religious person,5,Single,Unemployed,3,18-28
CAN,Female,1996,24,6,2,9,An atheist,3,Single,Part time,3,18-28
CAN,Male,1996,24,5,2,2,Not a religious person,3,Single,Student,3,18-28
CAN,Male,1996,24,9,1,8,Not a religious person,9,Single,Full time,4,18-28
CAN,Female,1996,24,7,2,5,An atheist,6,Single,Student,3,18-28
CAN,Male,1996,24,3,2,5,Not a religious person,7,Single,Full time,3,18-28
CAN,Female,1996,24,7,1,7,Not a religious person,4,Living together as married,Student,4,18-28
CAN,Male,1996,24,8,2,9,An atheist,5,Single,Full time,3,18-28
CAN,Male,1996,24,4,1,6,An atheist,6,Single,Full time,4,18-28
CAN,Female,1996,24,6,1,5,A religious person,6,Single,Student,4,18-28
CAN,Female,1996,24,8,1,9,A religious person,8,Single,Student,4,18-28
CAN,Female,1995,24,4,1,5,Not a religious person,5,Single,Part time,4,18-28
CAN,Female,1995,24,8,2,7,Not a religious person,6,Living together as married,Part time,3,18-28
CAN,Male,1996,24,6,2,7,Not a religious person,5,Single,Full time,3,18-28
NZL,Female,1995,24,8,2,8,A religious person,6,Single,Full time,3,18-28
NZL,Male,1995,24,8,2,7,A religious person,8,Married,Full time,3,18-28
NZL,Male,1995,24,8,1,6,An atheist,3,Living together as married,Student,4,18-28
NZL,Female,1995,24,6,1,6,A religious person,5,Single,Full time,4,18-28
NZL,Female,1995,24,8,2,8,Not a religious person,5,Single,Part time,3,18-28
SGP,Female,1996,24,7,2,8,A religious person,7,Single,Student,3,18-28
SGP,Male,1995,24,8,2,10,A religious person,5,Single,Student,3,18-28
SGP,Female,1995,24,8,2,10,Not a religious person,4,Single,Full time,3,18-28
SGP,Female,1995,24,4,2,2,Not a religious person,6,Single,Part time,3,18-28
SGP,Male,1996,24,8,2,5,An atheist,5,Single,Student,3,18-28
SGP,Female,1995,24,8,2,9,A religious person,5,Single,Full time,3,18-28
SGP,Male,1995,24,6,2,6,Not a religious person,6,Single,Other,3,18-28
SGP,Male,1995,24,7,2,5,An atheist,5,Single,Unemployed,3,18-28
SGP,Female,1996,24,6,1,3,Not a religious person,4,Single,Full time,4,18-28
SGP,Male,1996,24,8,2,8,Not a religious person,5,Single,Student,3,18-28
SGP,Female,1995,24,5,1,3,Not a religious person,3,Single,Full time,4,18-28
SGP,Female,1996,24,7,2,7,A religious person,3,Single,Student,3,18-28
SGP,Female,1995,24,7,2,7,Not a religious person,4,Single,Full time,3,18-28
SGP,Male,1995,24,7,1,6,A religious person,9,Single,Full time,4,18-28
SGP,Female,1995,24,6,2,9,A religious person,3,Single,Full time,3,18-28
SGP,Male,1995,24,3,2,5,A religious person,3,Single,Part time,3,18-28
SGP,Male,1995,24,10,1,6,An atheist,1,Single,Unemployed,4,18-28
SGP,Female,1995,24,5,2,3,Not a religious person,3,Single,Unemployed,3,18-28
SGP,Male,1996,24,7,2,7,Not a religious person,4,Single,Student,3,18-28
SGP,Male,1996,24,7,2,5,Not a religious person,5,Single,Student,3,18-28
SGP,Female,1996,24,6,1,3,Not a religious person,5,Single,Student,4,18-28
SGP,Female,1996,24,6,1,6,Not a religious person,6,Married,Part time,4,18-28
SGP,Female,1996,24,5,1,5,Not a religious person,5,Single,Full time,4,18-28
SGP,Female,1996,24,6,2,5,Not a religious person,3,Single,Student,3,18-28
SGP,Female,1996,24,9,1,8,A religious person,8,Single,Full time,4,18-28
SGP,Female,1995,24,8,2,8,Not a religious person,3,Single,Full time,3,18-28
SGP,Female,1996,24,8,1,6,A religious person,7,Single,Student,4,18-28
SGP,Female,1996,24,7,1,7,Not a religious person,3,Single,Student,4,18-28
SGP,Female,1996,24,8,2,7,Not a religious person,6,Widowed,Self employed,3,18-28
SGP,Male,1995,24,6,2,5,A religious person,5,Married,Full time,3,18-28
SGP,Female,1996,24,10,1,6,A religious person,5,Married,Homemaker not otherwise employed,4,18-28
SGP,Male,1996,24,6,2,5,Not a religious person,5,Single,Other,3,18-28
SGP,Female,1995,24,6,2,4,A religious person,-2,Single,Full time,3,18-28
SGP,Male,1996,24,8,2,8,A religious person,6,Single,Student,3,18-28
SGP,Female,1996,24,6,3,8,An atheist,1,Single,Full time,2,18-28
CAN,Female,1997,23,6,1,9,Not a religious person,5,Single,Full time,4,18-28
CAN,Female,1997,23,6,2,7,A religious person,8,Single,Part time,3,18-28
CAN,Female,1997,23,10,1,7,Not a religious person,3,Living together as married,Student,4,18-28
CAN,Male,1997,23,8,2,8,A religious person,8,Single,Student,3,18-28
CAN,Female,1997,23,4,1,1,An atheist,5,Living together as married,Full time,4,18-28
CAN,Female,1997,23,7,2,7,Not a religious person,3,Single,Full time,3,18-28
CAN,Female,1997,23,9,2,7,Not a religious person,7,Single,Student,3,18-28
CAN,Male,1997,23,5,1,5,Not a religious person,5,Single,Full time,4,18-28
CAN,Female,1997,23,7,1,5,Not a religious person,3,Single,Full time,4,18-28
