country,sex,age,marital_status,employment
SGP,Male,49,Married,Full time
SGP,Female,38,Married,Full time
SGP,Male,46,Married,Full time
SGP,Male,74,Married,Retired/pensioned
SGP,Female,44,Married,Full time
SGP,Male,25,Single,Student
SGP,Female,70,Married,Homemaker not otherwise employed
SGP,Female,73,Single,Full time
SGP,Male,67,Married,Retired/pensioned
SGP,Male,36,Single,Full time
SGP,Male,30,Single,Full time
SGP,Female,39,Married,Full time
SGP,Female,78,Married,Retired/pensioned
SGP,Male,58,Married,Full time
SGP,Female,50,Married,Unemployed
SGP,Male,57,Married,Homemaker not otherwise employed
SGP,Male,65,Married,Self employed
SGP,Female,49,Married,Part time
SGP,Male,22,Single,Student
SGP,Female,71,Married,Homemaker not otherwise employed
SGP,Female,66,Single,Retired/pensioned
SGP,Female,54,Single,Unemployed
SGP,Female,31,Married,Full time
SGP,Male,54,Married,Full time
SGP,Female,74,Widowed,Retired/pensioned
SGP,Female,33,Single,Self employed
SGP,Female,22,Single,Student
SGP,Male,33,Married,Unemployed
SGP,Female,29,Married,Homemaker not otherwise employed
SGP,Female,56,Married,Homemaker not otherwise employed
SGP,Male,24,Single,Other
SGP,Female,37,Married,Full time
SGP,Female,73,Married,Retired/pensioned
SGP,Male,77,Married,Retired/pensioned
SGP,Female,44,Single,Part time
SGP,Female,61,Single,Full time
SGP,Female,82,Widowed,Homemaker not otherwise employed
SGP,Female,49,Married,Homemaker not otherwise employed
SGP,Male,24,Single,Unemployed
SGP,Female,24,Single,Full time
SGP,Male,56,Widowed,Part time
SGP,Female,40,Married,Full time
SGP,Female,70,Widowed,Retired/pensioned
SGP,Male,30,Married,Full time
SGP,Female,33,Single,Full time
SGP,Female,50,Single,Full time
SGP,Female,44,Married,Full time
SGP,Female,84,Widowed,Retired/pensioned
SGP,Male,42,Married,Full time
SGP,Male,49,Married,Full time
SGP,Male,28,Single,Full time
SGP,Female,52,Married,Homemaker not otherwise employed
SGP,Male,22,Single,Student
SGP,Female,78,Divorced,Retired/pensioned
SGP,Female,84,Widowed,Retired/pensioned
SGP,Female,61,Married,Retired/pensioned
SGP,Female,62,Single,Full time
SGP,Female,38,Married,Full time
SGP,Female,82,Widowed,Self employed
SGP,Male,30,Married,Full time
SGP,Male,21,Single,Other
SGP,Female,48,Married,Full time
SGP,Female,59,Divorced,Part time
SGP,Male,69,Married,Unemployed
SGP,Male,67,Married,Full time
SGP,Male,33,Married,Full time
SGP,Male,48,Married,Full time
SGP,Male,45,Married,Full time
SGP,Female,37,Single,Part time
SGP,Male,62,Single,Unemployed
SGP,Female,40,Married,Full time
SGP,Male,42,Married,Full time
SGP,Male,57,Married,Self employed
SGP,Female,53,Married,Full time
SGP,Female,47,Married,Homemaker not otherwise employed
SGP,Male,42,Married,Full time
SGP,Female,60,Married,Retired/pensioned
SGP,Female,22,Single,Full time
SGP,Male,32,Single,Self employed
SGP,Male,54,Married,Self employed
SGP,Female,44,Single,Part time
SGP,Male,46,Married,Full time
SGP,Female,45,Single,Full time
SGP,Female,42,Single,Full time
SGP,Female,54,Single,Unemployed
SGP,Male,31,Single,Unemployed
SGP,Male,30,Married,Full time
SGP,Female,43,Married,Full time
SGP,Male,54,Married,Part time
SGP,Female,40,Married,Part time
SGP,Male,33,Married,Full time
SGP,Female,32,Married,Full time
SGP,Male,24,Single,Student
SGP,Male,48,Married,Full time
SGP,Male,65,Married,Part time
SGP,Female,25,Single,Full time
SGP,Female,47,Single,Full time
SGP,Female,31,Single,Full time
SGP,Female,41,Single,Full time
SGP,Female,49,Married,Full time
SGP,Male,58,Married,Full time
SGP,Female,31,Married,Part time
SGP,Female,68,Single,Full time
SGP,Male,42,Married,Full time
SGP,Female,58,Married,Full time
SGP,Male,47,Single,Self employed
SGP,Male,32,Married,Full time
SGP,Female,28,Married,Full time
SGP,Female,35,Married,Homemaker not otherwise employed
SGP,Female,38,Living together as married,Full time
SGP,Male,59,Married,Full time
SGP,Male,23,Single,Full time
SGP,Male,68,Married,Retired/pensioned
SGP,Female,34,Single,Full time
SGP,Female,47,Married,Full time
SGP,Male,75,Married,Retired/pensioned
SGP,Male,59,Married,Full time
SGP,Female,70,Married,Homemaker not otherwise employed
SGP,Female,43,Married,Full time
SGP,Female,41,Married,Full time
SGP,Female,48,Married,Full time
SGP,Male,69,Married,Retired/pensioned
SGP,Female,26,Single,Student
SGP,Male,52,Married,Self employed
SGP,Male,61,Married,Unemployed
SGP,Male,52,Divorced,Full time
SGP,Male,34,Married,Full time
SGP,Female,31,Married,Homemaker not otherwise employed
SGP,Female,72,Married,Homemaker not otherwise employed
SGP,Female,43,Single,Full time
SGP,Female,79,Widowed,Homemaker not otherwise employed
SGP,Female,58,Married,Homemaker not otherwise employed
SGP,Male,32,Single,Self employed
SGP,Male,39,Single,Part time
SGP,Male,25,Married,Full time
SGP,Male,48,Married,Full time
SGP,Male,64,Married,Full time
SGP,Female,63,Married,Retired/pensioned
SGP,Female,66,Single,Part time
SGP,Female,64,Married,Homemaker not otherwise employed
SGP,Male,66,Single,Retired/pensioned
SGP,Male,79,Married,Retired/pensioned
SGP,Male,45,Married,Full time
SGP,Male,31,Single,Full time
SGP,Female,35,Single,Full time
SGP,Female,63,Single,Retired/pensioned
SGP,Male,57,Single,Full time
SGP,Female,44,Separated,Self employed
SGP,Female,29,Single,Full time
SGP,Female,53,Divorced,Full time
SGP,Female,27,Divorced,Full time
SGP,Male,25,Single,Other
SGP,Male,36,Married,Full time
SGP,Male,65,Married,Full time
SGP,Male,30,Married,Full time
SGP,Female,34,Married,Full time
SGP,Male,61,Married,Unemployed
SGP,Female,23,Single,Unemployed
SGP,Male,48,Married,Full time
SGP,Female,32,Single,Full time
SGP,Female,38,Single,Full time
SGP,Male,27,Single,Full time
SGP,Female,69,Married,Homemaker not otherwise employed
SGP,Male,69,Married,Self employed
SGP,Male,35,Single,Self employed
SGP,Male,55,Married,Full time
SGP,Male,59,Married,Full time
SGP,Female,57,Married,Full time
SGP,Female,50,Married,Part time
SGP,Male,39,Single,Full time
SGP,Female,78,Widowed,Homemaker not otherwise employed
SGP,Female,40,Married,Full time
SGP,Male,45,Living together as married,Full time
SGP,Male,22,Single,Other
SGP,Female,45,Married,Self employed
SGP,Male,54,Divorced,Full time
SGP,Female,57,Divorced,Homemaker not otherwise employed
SGP,Male,54,Married,Full time
SGP,Male,61,Married,Full time
SGP,Female,65,Married,Part time
SGP,Female,50,Married,Full time
SGP,Female,47,Single,Full time
SGP,Female,76,Widowed,Retired/pensioned
SGP,Female,75,Single,Retired/pensioned
SGP,Female,61,Single,Part time
SGP,Female,41,Married,Homemaker not otherwise employed
SGP,Male,39,Separated,Unemployed
SGP,Male,66,Married,Part time
SGP,Male,74,Married,Retired/pensioned
SGP,Female,39,Married,Homemaker not otherwise employed
SGP,Male,72,Married,Retired/pensioned
SGP,Male,60,Living together as married,Unemployed
SGP,Female,30,Single,Full time
SGP,Male,62,Married,Full time
SGP,Female,33,Married,Full time
SGP,Female,61,Divorced,Part time
SGP,Female,36,Married,Full time
SGP,Female,59,Married,Part time
SGP,Female,26,Single,Full time
SGP,Male,67,Married,Retired/pensioned
SGP,Female,71,Married,Retired/pensioned
SGP,Female,24,Single,Full time
SGP,Male,39,Married,Full time
SGP,Male,29,Single,Full time
SGP,Female,24,Single,Student
SGP,Male,22,Single,Student
SGP,Male,31,Single,Full time
SGP,Male,67,Married,Retired/pensioned
SGP,Female,58,Married,Part time
SGP,Female,56,Married,Homemaker not otherwise employed
SGP,Female,71,Married,Part time
SGP,Female,58,Married,Homemaker not otherwise employed
SGP,Male,61,Married,Full time
SGP,Female,42,Married,Full time
SGP,Female,70,Married,Homemaker not otherwise employed
SGP,Male,54,Married,Self employed
SGP,Female,77,Married,Retired/pensioned
SGP,Female,42,Married,Full time
SGP,Female,58,Married,Retired/pensioned
SGP,Male,73,Married,Self employed
SGP,Female,76,Married,Self employed
SGP,Male,67,Married,Retired/pensioned
SGP,Female,41,Single,Full time
SGP,Female,40,Married,Full time
SGP,Female,52,Married,Self employed
SGP,Female,66,Single,Full time
SGP,Male,38,Married,Full time
SGP,Male,66,Married,Retired/pensioned
SGP,Male,55,Married,Full time
SGP,Male,51,Married,Full time
SGP,Female,47,Married,Homemaker not otherwise employed
SGP,Male,59,Married,Self employed
SGP,Male,30,Single,Full time
SGP,Female,43,Married,Homemaker not otherwise employed
SGP,Male,27,Single,Unemployed
SGP,Female,60,Married,Homemaker not otherwise employed
SGP,Female,38,Married,Homemaker not otherwise employed
SGP,Male,26,Single,Unemployed
SGP,Female,26,Single,Full time
SGP,Male,49,Married,Full time
SGP,Female,47,Married,Full time
SGP,Female,47,Married,Full time
SGP,Male,65,Married,Full time
SGP,Male,62,Single,Retired/pensioned
SGP,Female,64,Married,Homemaker not otherwise employed
SGP,Female,35,Living together as married,Full time
SGP,Male,54,Married,Full time
SGP,Female,31,Married,Full time
SGP,Female,25,Single,Full time
SGP,Female,41,Married,Full time
SGP,Female,66,Widowed,Homemaker not otherwise employed
SGP,Male,23,Single,Student
SGP,Female,30,Single,Full time
SGP,Male,50,Single,Unemployed
SGP,Male,68,Married,Full time
SGP,Male,23,Single,Full time
SGP,Female,24,Single,Full time
SGP,Female,38,Divorced,Full time
SGP,Female,27,Single,Full time
SGP,Male,64,Married,Full time
SGP,Male,54,Married,Full time
SGP,Female,51,Married,Full time
SGP,Female,47,Married,Full time
SGP,Male,58,Married,Full time
SGP,Male,50,Married,Full time
SGP,Male,32,Married,Full time
SGP,Male,53,Married,Full time
SGP,Female,65,Married,Homemaker not otherwise employed
SGP,Male,62,Married,Full time
SGP,Male,46,Married,Full time
SGP,Male,24,Single,Full time
SGP,Male,71,Widowed,Retired/pensioned
SGP,Male,34,Married,Full time
SGP,Female,66,Married,Part time
SGP,Male,71,Single,Retired/pensioned
SGP,Male,21,Single,Full time
SGP,Male,21,Single,Student
SGP,Female,41,Married,Full time
SGP,Male,41,Married,Full time
SGP,Male,66,Married,Retired/pensioned
SGP,Female,56,Married,Full time
SGP,Male,69,Married,Retired/pensioned
SGP,Female,63,Married,Full time
SGP,Male,46,Married,Full time
SGP,Male,36,Married,Full time
SGP,Male,29,Married,Full time
SGP,Female,55,Married,Full time
SGP,Male,61,Married,Full time
SGP,Male,39,Single,Full time
SGP,Male,27,Married,Full time
SGP,Female,21,Single,Student
SGP,Female,70,Widowed,Retired/pensioned
SGP,Female,24,Single,Full time
SGP,Female,61,Married,Retired/pensioned
SGP,Male,57,Married,Full time
SGP,Male,34,Married,Full time
SGP,Male,62,Married,Full time
SGP,Female,53,Married,Full time
SGP,Female,37,Married,Full time
SGP,Male,34,Single,Full time
SGP,Male,63,Married,Full time
SGP,Female,63,Married,Self employed
SGP,Female,51,Single,Full time
SGP,Male,48,Married,Full time
SGP,Male,43,Married,Full time
SGP,Female,45,Married,Homemaker not otherwise employed
SGP,Female,59,Married,Homemaker not otherwise employed
SGP,Male,71,Married,Retired/pensioned
SGP,Male,26,Single,Full time
SGP,Male,36,Single,Full time
SGP,Female,40,Married,Homemaker not otherwise employed
SGP,Female,64,Single,Full time
SGP,Male,38,Married,Full time
SGP,Female,65,Married,Part time
SGP,Male,22,Single,Full time
SGP,Female,43,Married,Unemployed
SGP,Female,29,Single,Full time
SGP,Male,61,Married,Retired/pensioned
SGP,Male,25,Single,Full time
SGP,Male,68,Married,Full time
SGP,Female,44,Married,Full time
SGP,Female,31,Married,Full time
SGP,Female,59,Married,Full time
SGP,Female,27,Single,Full time
SGP,Male,74,Married,Retired/pensioned
SGP,Male,35,Married,Full time
SGP,Male,35,Single,Full time
SGP,Female,60,Widowed,Homemaker not otherwise employed
SGP,Male,55,Single,Part time
SGP,Male,63,Married,Retired/pensioned
SGP,Male,62,Married,Part time
SGP,Male,41,Single,Full time
SGP,Male,37,Single,Full time
SGP,Female,64,Divorced,Retired/pensioned
SGP,Male,39,Single,Self employed
SGP,Male,67,Married,Part time
SGP,Male,21,Single,Part time
SGP,Male,59,Living together as married,Part time
SGP,Female,23,Single,Student
SGP,Male,68,Married,Retired/pensioned
SGP,Male,66,Living together as married,Retired/pensioned
SGP,Female,42,Single,Full time
SGP,Female,59,Living together as married,Homemaker not otherwise employed
SGP,Female,53,Single,Full time
SGP,Female,40,Married,Full time
SGP,Male,29,Married,Self employed
SGP,Female,70,Widowed,Part time
SGP,Male,70,Divorced,Full time
SGP,Female,61,Married,Full time
SGP,Female,40,Single,Part time
SGP,Male,64,Married,Part time
SGP,Female,50,Married,Full time
SGP,Female,55,Married,Part time
SGP,Female,55,Widowed,Part time
SGP,Male,60,Married,Retired/pensioned
SGP,Male,24,Single,Part time
SGP,Female,27,Married,Homemaker not otherwise employed
SGP,Female,35,Married,Full time
SGP,Male,26,Single,Unemployed
SGP,Male,75,Widowed,Retired/pensioned
SGP,Male,57,Single,Unemployed
SGP,Female,67,Married,Retired/pensioned
SGP,Male,35,Married,Full time
SGP,Male,41,Married,Full time
SGP,Male,36,Married,Full time
SGP,Male,63,Married,Full time
SGP,Female,54,Married,Full time
SGP,Female,49,Married,Full time
SGP,Male,29,Single,Full time
SGP,Male,73,Widowed,Part time
SGP,Female,79,Single,Full time
SGP,Male,47,Living together as married,Full time
SGP,Male,22,Single,Full time
SGP,Male,40,Married,Full time
SGP,Male,31,Single,Full time
SGP,Male,58,Married,Full time
SGP,Male,34,Married,Full time
SGP,Male,71,Widowed,Retired/pensioned
SGP,Male,63,Married,Full time
SGP,Male,37,Married,Full time
SGP,Male,72,Married,Self employed
SGP,Female,57,Married,Full time
SGP,Male,31,Married,Full time
SGP,Female,47,Married,Full time
SGP,Female,51,Married,Full time
SGP,Female,32,Single,Full time
SGP,Female,47,Married,Full time
SGP,Female,54,Single,Full time
SGP,Male,30,Single,Full time
SGP,Female,51,Married,Full time
SGP,Female,74,Single,Retired/pensioned
SGP,Female,28,Single,Full time
SGP,Female,34,Married,Full time
SGP,Male,35,Married,Full time
SGP,Female,59,Married,Homemaker not otherwise employed
SGP,Male,26,Single,Part time
SGP,Male,51,Married,Full time
SGP,Male,58,Married,Full time
SGP,Female,56,Single,Full time
SGP,Female,38,Married,Full time
SGP,Male,40,Married,Full time
SGP,Male,65,Married,Retired/pensioned
SGP,Male,59,Married,Full time
SGP,Female,22,Single,Part time
SGP,Female,36,Married,Full time
SGP,Male,44,Married,Full time
SGP,Female,42,Single,Unemployed
SGP,Female,41,Married,Full time
SGP,Female,38,Married,Full time
SGP,Male,49,Single,Full time
SGP,Male,68,Married,Retired/pensioned
SGP,Male,26,Single,Student
SGP,Male,28,Married,Full time
SGP,Female,63,Married,Part time
SGP,Male,47,Single,Full time
SGP,Male,82,Married,Retired/pensioned
SGP,Male,48,Single,Unemployed
SGP,Male,37,Single,Unemployed
SGP,Female,67,Single,Unemployed
SGP,Male,64,Married,Retired/pensioned
SGP,Male,56,Single,Part time
SGP,Female,71,Married,Retired/pensioned
SGP,Female,55,Married,Part time
SGP,Male,24,Single,Unemployed
SGP,Female,39,Married,Full time
SGP,Male,25,Single,Full time
SGP,Female,27,Single,Full time
SGP,Female,77,Married,Retired/pensioned
SGP,Female,81,Married,Retired/pensioned
SGP,Female,52,Single,Full time
SGP,Female,37,Single,Full time
SGP,Male,73,Married,Retired/pensioned
SGP,Male,40,Married,Full time
SGP,Male,21,Single,Other
SGP,Female,44,Married,Unemployed
SGP,Male,58,Married,Full time
SGP,Male,43,Married,Full time
SGP,Female,56,Single,Unemployed
SGP,Male,81,Widowed,Retired/pensioned
SGP,Female,36,Married,Part time
SGP,Male,56,Married,Part time
SGP,Female,52,Married,Full time
SGP,Female,68,Widowed,Retired/pensioned
SGP,Female,32,Married,Full time
SGP,Male,22,Single,Other
SGP,Female,27,Single,Full time
SGP,Male,42,Married,Full time
SGP,Male,49,Married,Full time
SGP,Female,31,Married,Full time
SGP,Male,22,Single,Part time
SGP,Male,27,Single,Full time
SGP,Male,61,Married,Full time
SGP,Female,21,Single,Part time
SGP,Female,54,Married,Homemaker not otherwise employed
SGP,Female,42,Married,Homemaker not otherwise employed
SGP,Male,78,Married,Retired/pensioned
SGP,Female,34,Married,Full time
SGP,Female,63,Married,Retired/pensioned
SGP,Female,51,Married,Homemaker not otherwise employed
SGP,Female,37,Married,Full time
SGP,Male,68,Married,Retired/pensioned
SGP,Male,68,Married,Retired/pensioned
SGP,Male,71,Married,Retired/pensioned
SGP,Male,68,Married,Retired/pensioned
SGP,Female,63,Married,Retired/pensioned
SGP,Female,45,Married,Homemaker not otherwise employed
SGP,Male,54,Married,Full time
SGP,Male,53,Married,Full time
SGP,Female,54,Married,Full time
SGP,Male,28,Married,Full time
SGP,Male,67,Married,Retired/pensioned
SGP,Female,46,Divorced,Full time
SGP,Male,64,Married,Retired/pensioned
SGP,Female,49,Single,Unemployed
SGP,Male,32,Single,Full time
SGP,Female,24,Single,Unemployed
SGP,Female,50,Married,Part time
SGP,Male,66,Married,Retired/pensioned
SGP,Male,28,Single,Full time
SGP,Female,52,Single,Full time
SGP,Female,41,Married,Unemployed
SGP,Male,74,Married,Retired/pensioned
SGP,Female,43,Married,Full time
SGP,Female,27,Single,Part time
SGP,Female,73,Married,Retired/pensioned
SGP,Male,69,Married,Retired/pensioned
SGP,Female,64,Widowed,Part time
SGP,Female,21,Single,Student
SGP,Female,39,Married,Full time
SGP,Male,53,Married,Full time
SGP,Female,49,Married,Full time
SGP,Female,40,Married,Full time
SGP,Female,28,Married,Unemployed
SGP,Female,35,Married,Full time
SGP,Male,53,Widowed,Self employed
SGP,Male,58,Single,Part time
SGP,Male,45,Married,Full time
SGP,Female,25,Single,Full time
SGP,Female,38,Married,Full time
SGP,Female,45,Married,Unemployed
SGP,Male,26,Single,Full time
SGP,Female,67,Married,Retired/pensioned
SGP,Male,51,Married,Self employed
SGP,Female,59,Married,Part time
SGP,Male,58,Married,Part time
SGP,Female,46,Single,Full time
SGP,Female,32,Married,Full time
SGP,Female,35,Married,Full time
SGP,Female,68,Married,Retired/pensioned
SGP,Female,23,Single,Full time
SGP,Female,77,Widowed,Retired/pensioned
SGP,Male,51,Married,Full time
SGP,Male,48,Married,Full time
SGP,Male,42,Married,Full time
SGP,Female,55,Married,Full time
SGP,Female,55,Widowed,Self employed
SGP,Female,59,Married,Homemaker not otherwise employed
SGP,Male,28,Single,Full time
SGP,Male,58,Married,Full time
SGP,Male,24,Single,Student
SGP,Female,64,Married,Retired/pensioned
SGP,Male,46,Married,Full time
SGP,Female,27,Single,Full time
SGP,Male,56,Married,Self employed
SGP,Male,55,Separated,Unemployed
SGP,Male,39,Single,Full time
SGP,Female,42,Married,Full time
SGP,Female,53,Married,Homemaker not otherwise employed
SGP,Male,57,Married,Full time
SGP,Female,43,Married,Homemaker not otherwise employed
SGP,Male,67,Married,Full time
SGP,Female,53,Divorced,Full time
SGP,Male,64,Married,Unemployed
SGP,Female,47,Married,Full time
SGP,Male,47,Married,Full time
SGP,Female,52,Married,Homemaker not otherwise employed
SGP,Female,63,Married,Homemaker not otherwise employed
SGP,Male,37,Married,Full time
SGP,Female,44,Married,Part time
SGP,Male,50,Married,Full time
SGP,Female,32,Married,Self employed
SGP,Male,64,Married,Full time
SGP,Female,45,Married,Homemaker not otherwise employed
SGP,Male,24,Single,Student
SGP,Female,25,Single,Full time
SGP,Male,47,Married,Unemployed
SGP,Female,46,Married,Part time
SGP,Male,34,Married,Full time
SGP,Male,63,Married,Full time
SGP,Male,61,Married,Retired/pensioned
SGP,Female,32,Single,Full time
SGP,Male,26,Single,Full time
SGP,Male,35,Single,Full time
SGP,Male,21,Single,Student
SGP,Female,22,Single,Student
SGP,Male,25,Single,Student
SGP,Female,36,Married,Full time
SGP,Male,53,Married,Full time
SGP,Female,26,Single,Full time
SGP,Female,39,Single,Full time
SGP,Male,58,Married,Unemployed
SGP,Male,49,Married,Full time
SGP,Female,58,Married,Part time
SGP,Female,36,Married,Part time
SGP,Female,34,Married,Full time
SGP,Female,25,Married,Full time
SGP,Female,27,Single,Full time
SGP,Female,21,Single,Student
SGP,Female,42,Married,Full time
SGP,Female,21,Single,Student
SGP,Male,67,Married,Part time
SGP,Male,36,Married,Full time
SGP,Male,30,Married,Full time
SGP,Male,54,Single,Self employed
SGP,Female,48,Married,Self employed
SGP,Male,55,Divorced,Part time
SGP,Female,81,Widowed,Full time
SGP,Male,35,Married,Full time
SGP,Female,59,Married,Part time
SGP,Male,48,Married,Full time
SGP,Female,54,Married,Homemaker not otherwise employed
SGP,Female,24,Single,Student
SGP,Male,39,Married,Full time
SGP,Male,58,Married,Full time
SGP,Male,35,Married,Self employed
SGP,Male,57,Married,Full time
SGP,Male,59,Married,Full time
SGP,Male,57,Married,Full time
SGP,Male,65,Single,Retired/pensioned
SGP,Male,75,Married,Retired/pensioned
SGP,Female,57,Divorced,Part time
SGP,Female,29,Single,Full time
SGP,Female,37,Married,Homemaker not otherwise employed
SGP,Female,32,Married,Full time
SGP,Male,48,Married,Full time
SGP,Male,62,Divorced,Self employed
SGP,Female,66,Divorced,Retired/pensioned
SGP,Female,42,Separated,Full time
SGP,Male,60,Separated,Unemployed
SGP,Female,41,Married,Homemaker not otherwise employed
SGP,Female,52,Divorced,Full time
SGP,Male,22,Single,Student
SGP,Female,23,Single,Full time
SGP,Female,28,Married,Full time
SGP,Male,49,Married,Full time
SGP,Female,30,Married,Full time
SGP,Female,28,Single,Unemployed
SGP,Female,35,Married,Full time
SGP,Female,64,Widowed,Full time
SGP,Male,56,Divorced,Unemployed
SGP,Female,68,Married,Part time
SGP,Male,37,Married,Full time
SGP,Female,39,Married,Full time
SGP,Female,29,Married,Homemaker not otherwise employed
SGP,Male,32,Married,Full time
SGP,Male,45,Married,Full time
SGP,Female,40,Married,Part time
SGP,Male,50,Divorced,Full time
SGP,Male,37,Married,Full time
SGP,Female,41,Married,Self employed
SGP,Male,33,Married,Full time
SGP,Male,56,Married,Full time
SGP,Male,25,Single,Self employed
SGP,Female,23,Single,Full time
SGP,Male,35,Married,Full time
SGP,Male,48,Married,Full time
SGP,Female,69,Married,Part time
SGP,Female,28,Married,Full time
SGP,Female,41,Married,Full time
SGP,Male,64,Married,Full time
SGP,Female,60,Married,Homemaker not otherwise employed
SGP,Female,49,Married,Homemaker not otherwise employed
SGP,Female,37,Married,Homemaker not otherwise employed
SGP,Male,43,Married,Full time
SGP,Male,78,Widowed,Retired/pensioned
SGP,Male,34,Single,Full time
SGP,Female,35,Married,Self employed
SGP,Female,43,Married,Full time
SGP,Male,30,Married,Full time
SGP,Female,49,Married,Homemaker not otherwise employed
SGP,Male,32,Single,Full time
SGP,Male,35,Married,Full time
SGP,Male,40,Married,Self employed
SGP,Female,46,Single,Full time
SGP,Male,44,Married,Full time
SGP,Female,41,Married,Part time
SGP,Female,47,Married,Homemaker not otherwise employed
SGP,Female,65,Married,Homemaker not otherwise employed
SGP,Male,45,Married,Full time
SGP,Female,34,Married,Part time
SGP,Female,35,Married,Homemaker not otherwise employed
SGP,Female,47,Married,Homemaker not otherwise employed
SGP,Female,31,Divorced,Full time
SGP,Male,32,Married,Full time
SGP,Male,39,Married,Full time
SGP,Female,39,Married,Unemployed
SGP,Male,53,Married,Full time
SGP,Male,37,Married,Full time
SGP,Male,55,Married,Full time
SGP,Female,31,Married,Full time
SGP,Female,48,Married,Full time
SGP,Female,38,Single,Full time
SGP,Female,39,Married,Full time
SGP,Female,53,Married,Full time
SGP,Male,42,Married,Full time
SGP,Female,44,Married,Homemaker not otherwise employed
SGP,Female,66,Single,Part time
SGP,Male,60,Separated,Full time
SGP,Male,56,Married,Full time
SGP,Female,66,Married,Homemaker not otherwise employed
SGP,Female,33,Married,Unemployed
SGP,Female,55,Married,Full time
SGP,Male,50,Married,Unemployed
SGP,Male,27,Single,Unemployed
SGP,Female,30,Married,Full time
SGP,Female,23,Single,Student
SGP,Female,23,Single,Full time
SGP,Female,38,Married,Homemaker not otherwise employed
SGP,Female,42,Married,Homemaker not otherwise employed
SGP,Male,45,Married,Full time
SGP,Male,58,Married,Full time
SGP,Female,82,Married,Homemaker not otherwise employed
SGP,Male,21,Single,Other
SGP,Female,84,Single,Retired/pensioned
SGP,Female,75,Widowed,Homemaker not otherwise employed
SGP,Male,52,Married,Full time
SGP,Female,40,Married,Homemaker not otherwise employed
SGP,Female,39,Married,Full time
SGP,Male,48,Married,Full time
SGP,Female,31,Married,Full time
SGP,Female,37,Married,Full time
SGP,Male,51,Married,Unemployed
SGP,Female,42,Divorced,Unemployed
SGP,Female,31,Single,Full time
SGP,Female,24,Married,Part time
SGP,Female,26,Married,Full time
SGP,Male,43,Married,Full time
SGP,Male,23,Single,Student
SGP,Female,43,Married,Homemaker not otherwise employed
SGP,Male,29,Married,Full time
SGP,Male,25,Single,Student
SGP,Male,64,Married,Retired/pensioned
SGP,Female,36,Living together as married,Full time
SGP,Female,48,Married,Homemaker not otherwise employed
SGP,Male,23,Living together as married,Student
SGP,Male,52,Married,Retired/pensioned
SGP,Male,23,Single,Student
SGP,Female,37,Single,Self employed
SGP,Male,72,Married,Other
SGP,Female,75,Widowed,Homemaker not otherwise employed
SGP,Male,53,Married,Unemployed
SGP,Male,61,Married,Retired/pensioned
SGP,Female,24,Single,Full time
SGP,Male,61,Married,Retired/pensioned
SGP,Male,38,Married,Full time
SGP,Female,79,Widowed,Retired/pensioned
SGP,Female,55,Married,Self employed
SGP,Male,36,Married,Full time
SGP,Female,57,Divorced,Homemaker not otherwise employed
SGP,Female,62,Widowed,Homemaker not otherwise employed
SGP,Male,32,Single,Full time
SGP,Female,49,Single,Unemployed
SGP,Female,53,Married,Full time
SGP,Female,24,Single,Student
SGP,Male,74,Married,Retired/pensioned
SGP,Male,66,Divorced,Part time
SGP,Female,63,Married,Homemaker not otherwise employed
SGP,Male,52,Married,Full time
SGP,Male,64,Married,Retired/pensioned
SGP,Female,47,Married,Homemaker not otherwise employed
SGP,Male,38,Married,Full time
SGP,Female,56,Married,Full time
SGP,Female,43,Single,Unemployed
SGP,Male,64,Single,Full time
SGP,Female,68,Widowed,Retired/pensioned
SGP,Female,46,Married,Full time
SGP,Female,52,Single,Self employed
SGP,Female,26,Married,Self employed
SGP,Male,56,Married,Self employed
SGP,Female,25,Single,Full time
SGP,Female,35,Married,Full time
SGP,Male,39,Living together as married,Full time
SGP,Male,35,Married,Full time
SGP,Female,68,Married,Homemaker not otherwise employed
SGP,Female,69,Married,Retired/pensioned
SGP,Female,35,Single,Full time
SGP,Male,29,Single,Full time
SGP,Male,58,Single,Full time
SGP,Female,45,Married,Homemaker not otherwise employed
SGP,Male,37,Single,Full time
SGP,Female,49,Married,Homemaker not otherwise employed
SGP,Female,49,Single,Unemployed
SGP,Male,40,Married,Full time
SGP,Female,66,Widowed,Homemaker not otherwise employed
SGP,Female,24,Single,Full time
SGP,Female,41,Married,Full time
SGP,Male,54,Married,Full time
SGP,Male,71,Living together as married,Retired/pensioned
SGP,Female,85,Widowed,Retired/pensioned
SGP,Female,41,Married,Homemaker not otherwise employed
SGP,Female,53,Divorced,Full time
SGP,Female,75,Married,Homemaker not otherwise employed
SGP,Male,34,Married,Full time
SGP,Female,50,Married,Full time
SGP,Male,37,Married,Full time
SGP,Female,50,Married,Full time
SGP,Female,36,Married,Full time
SGP,Female,54,Married,Part time
SGP,Female,40,Married,Homemaker not otherwise employed
SGP,Male,34,Married,Self employed
SGP,Female,27,Single,Full time
SGP,Female,59,Married,Homemaker not otherwise employed
SGP,Female,57,Married,Retired/pensioned
SGP,Female,23,Single,Student
SGP,Female,43,Married,Part time
SGP,Male,28,Single,Full time
SGP,Female,51,Married,Homemaker not otherwise employed
SGP,Male,41,Single,Full time
SGP,Male,40,Widowed,Full time
SGP,Male,57,Married,Self employed
