region,population,sex,age,education,income,statusquo,vote,age_group,high_income,support_level
S,45000,M,63,P,35000,0.81197,Y,60+,TRUE,Supportive
S,45000,F,67,P,7500,-0.62189,N,60+,FALSE,Unsupportive
S,45000,F,26,S,7500,-1.22285,U,18-29,FALSE,Unsupportive
S,45000,F,49,P,15000,-1.29617,N,45-59,FALSE,Unsupportive
S,45000,M,30,PS,15000,-0.51062,N,30-44,FALSE,Unsupportive
S,25000,F,58,P,2500,-0.93163,N,45-59,FALSE,Unsupportive
S,25000,M,66,P,2500,1.48145,Y,60+,FALSE,Supportive
S,25000,F,37,P,7500,0.93681,U,30-44,FALSE,Supportive
S,25000,F,28,P,7500,1.25522,Y,18-29,FALSE,Supportive
S,25000,M,20,S,2500,0.0072,N,18-29,FALSE,Supportive
S,25000,M,49,P,7500,1.29306,Y,45-59,FALSE,Supportive
S,25000,F,30,S,7500,1.5877,Y,30-44,FALSE,Supportive
S,25000,F,67,P,15000,1.39971,Y,60+,FALSE,Supportive
S,25000,F,31,P,7500,1.24248,Y,30-44,FALSE,Supportive
S,25000,M,33,S,15000,-0.20032,U,30-44,FALSE,Unsupportive
S,25000,M,29,P,2500,-1.29617,N,18-29,FALSE,Unsupportive
S,25000,M,69,P,7500,1.18476,Y,60+,FALSE,Supportive
S,25000,F,27,S,15000,0.35728,Y,18-29,FALSE,Supportive
S,25000,F,20,P,2500,1.22013,Y,18-29,FALSE,Supportive
S,25000,F,38,P,15000,0.95449,Y,30-44,FALSE,Supportive
S,25000,M,24,S,7500,0.36676,N,18-29,FALSE,Supportive
S,25000,M,34,PS,15000,0.06712,A,30-44,FALSE,Supportive
S,8750,M,28,PS,75000,-0.18762,A,18-29,TRUE,Unsupportive
S,8750,M,70,P,7500,0.94771,U,60+,FALSE,Supportive
S,8750,F,38,S,15000,1.18423,Y,30-44,FALSE,Supportive
N,8750,F,32,P,7500,1.22566,Y,30-44,FALSE,Supportive
S,8750,F,24,P,7500,1.38957,Y,18-29,FALSE,Supportive
S,8750,F,37,S,7500,1.33244,Y,30-44,FALSE,Supportive
S,8750,M,50,P,7500,1.5935,Y,45-59,FALSE,Supportive
S,8750,M,50,P,7500,1.19527,Y,45-59,FALSE,Supportive
S,8750,M,29,P,15000,1.35218,U,18-29,FALSE,Supportive
S,8750,M,26,S,7500,1.2728,Y,18-29,FALSE,Supportive
S,8750,M,37,PS,7500,-1.04106,N,30-44,FALSE,Unsupportive
S,8750,F,20,P,2500,1.47476,Y,18-29,FALSE,Supportive
S,8750,F,36,P,35000,-0.98395,U,30-44,TRUE,Unsupportive
S,8750,M,38,P,15000,1.5038,Y,30-44,FALSE,Supportive
S,8750,F,26,P,7500,1.20337,Y,18-29,FALSE,Supportive
S,8750,M,46,S,7500,1.44322,Y,45-59,FALSE,Supportive
S,8750,F,68,P,15000,0.06376,U,60+,FALSE,Supportive
S,8750,F,37,P,2500,1.456,Y,30-44,FALSE,Supportive
S,8750,M,34,PS,75000,0.8459,U,30-44,TRUE,Supportive
S,45000,F,46,PS,35000,1.17549,Y,45-59,TRUE,Supportive
S,45000,M,47,S,75000,-1.22876,N,45-59,TRUE,Unsupportive
S,45000,F,20,S,35000,0.2422,N,18-29,TRUE,Supportive
S,45000,M,26,P,15000,0.67166,Y,18-29,FALSE,Supportive
S,45000,M,19,S,75000,1.21306,Y,18-29,TRUE,Supportive
S,45000,F,20,S,15000,1.19375,Y,18-29,FALSE,Supportive
S,45000,F,65,P,7500,1.5877,Y,60+,FALSE,Supportive
S,45000,M,45,P,7500,1.5877,Y,45-59,FALSE,Supportive
S,45000,M,27,S,35000,0.83702,Y,18-29,TRUE,Supportive
S,45000,F,40,PS,35000,0.91251,U,30-44,TRUE,Supportive
S,45000,F,33,PS,15000,1.47024,Y,30-44,FALSE,Supportive
S,45000,M,37,PS,35000,-0.26722,N,30-44,TRUE,Unsupportive
S,45000,M,32,P,35000,1.3526,Y,30-44,TRUE,Supportive
S,45000,F,30,P,7500,0.07743,A,30-44,FALSE,Supportive
S,45000,F,44,P,15000,1.13002,Y,30-44,FALSE,Supportive
S,45000,F,60,P,7500,1.29953,U,60+,FALSE,Supportive
S,45000,M,37,S,15000,-1.15543,A,30-44,FALSE,Unsupportive
S,25000,F,58,P,7500,0.50186,N,45-59,FALSE,Supportive
S,25000,M,35,P,15000,0.10046,U,30-44,FALSE,Supportive
S,25000,M,47,S,35000,1.47615,Y,45-59,TRUE,Supportive
S,25000,F,45,P,7500,0.02279,A,45-59,FALSE,Supportive
S,25000,F,45,P,7500,1.5877,Y,45-59,FALSE,Supportive
S,25000,M,21,S,15000,1.08435,Y,18-29,FALSE,Supportive
S,25000,F,18,PS,35000,1.36539,Y,18-29,TRUE,Supportive
S,25000,F,25,PS,35000,-1.29617,N,18-29,TRUE,Unsupportive
S,25000,M,65,PS,35000,-1.22876,N,60+,TRUE,Unsupportive
S,25000,F,47,P,2500,1.5877,Y,45-59,FALSE,Supportive
S,25000,M,56,P,7500,0.229,N,45-59,FALSE,Supportive
S,25000,M,59,P,15000,-0.2766,Y,45-59,FALSE,Unsupportive
S,25000,F,23,P,7500,0.27658,Y,18-29,FALSE,Supportive
S,25000,M,19,S,15000,1.29798,Y,18-29,FALSE,Supportive
S,25000,M,38,S,35000,-0.28181,N,30-44,TRUE,Unsupportive
S,25000,F,48,P,7500,0.36525,Y,45-59,FALSE,Supportive
S,25000,M,27,P,7500,1.47024,Y,18-29,FALSE,Supportive
S,25000,F,18,P,7500,-1.29617,N,18-29,FALSE,Unsupportive
S,25000,M,26,P,7500,0.9508,Y,18-29,FALSE,Supportive
S,25000,M,24,P,15000,-1.15693,N,18-29,FALSE,Unsupportive
S,25000,M,29,S,15000,-0.33243,N,18-29,FALSE,Unsupportive
S,25000,F,33,P,7500,1.29012,Y,30-44,FALSE,Supportive
S,25000,M,36,S,15000,1.50846,Y,30-44,FALSE,Supportive
S,25000,M,35,S,35000,1.00996,Y,30-44,TRUE,Supportive
S,25000,F,54,S,35000,-1.21695,N,45-59,TRUE,Unsupportive
S,25000,F,20,S,35000,0.41846,U,18-29,TRUE,Supportive
S,25000,M,46,S,75000,1.48735,Y,45-59,TRUE,Supportive
S,25000,F,24,S,35000,-0.26866,N,18-29,TRUE,Unsupportive
S,25000,F,24,P,2500,0.90932,Y,18-29,FALSE,Supportive
S,25000,M,20,PS,35000,-0.08054,Y,18-29,TRUE,Unsupportive
S,25000,M,41,S,35000,0.82505,Y,30-44,TRUE,Supportive
S,25000,M,48,P,15000,-0.70898,N,45-59,FALSE,Unsupportive
S,25000,F,50,P,35000,0.14576,U,45-59,TRUE,Supportive
S,25000,F,34,P,7500,1.2641,Y,30-44,FALSE,Supportive
S,25000,M,43,P,15000,0.97998,Y,30-44,FALSE,Supportive
S,25000,M,18,S,7500,-0.85414,N,18-29,FALSE,Unsupportive
S,25000,F,36,P,7500,1.58486,Y,30-44,FALSE,Supportive
S,25000,F,57,P,7500,-0.35168,N,45-59,FALSE,Unsupportive
S,250000,M,21,PS,7500,0.62396,A,18-29,FALSE,Supportive
S,250000,M,36,PS,75000,1.43653,Y,30-44,TRUE,Supportive
S,250000,F,43,P,7500,-0.20299,Y,30-44,FALSE,Unsupportive
S,250000,F,30,S,35000,-0.82983,U,30-44,TRUE,Unsupportive
S,250000,F,33,S,15000,0.32316,U,30-44,FALSE,Supportive
S,250000,F,38,P,15000,-0.44442,N,30-44,FALSE,Unsupportive
S,250000,M,28,S,15000,-0.07212,U,18-29,FALSE,Unsupportive
S,250000,F,36,S,15000,0.91548,U,30-44,FALSE,Supportive
S,250000,F,22,S,35000,0.32842,Y,18-29,TRUE,Supportive
S,250000,M,36,S,35000,1.12564,Y,30-44,TRUE,Supportive
S,250000,F,32,PS,35000,0.2002,A,30-44,TRUE,Supportive
S,250000,M,29,S,75000,-1.08646,N,18-29,TRUE,Unsupportive
S,250000,F,31,S,75000,0.18242,U,30-44,TRUE,Supportive
S,250000,M,45,S,75000,1.01395,Y,45-59,TRUE,Supportive
S,250000,F,38,S,35000,-1.29617,N,30-44,TRUE,Unsupportive
S,250000,M,56,S,35000,-0.93647,U,45-59,TRUE,Unsupportive
S,250000,M,48,P,35000,0.11316,Y,45-59,TRUE,Supportive
S,250000,F,29,PS,200000,-1.29617,N,18-29,TRUE,Unsupportive
S,250000,F,49,S,125000,0.06119,Y,45-59,TRUE,Supportive
S,250000,M,18,S,75000,-1.22285,N,18-29,TRUE,Unsupportive
S,250000,F,32,PS,75000,1.01661,Y,30-44,TRUE,Supportive
S,250000,F,57,S,35000,0.27836,U,45-59,TRUE,Supportive
S,250000,F,39,P,7500,-0.55281,N,30-44,FALSE,Unsupportive
S,250000,M,25,S,15000,-0.48886,U,18-29,FALSE,Unsupportive
S,250000,M,65,PS,35000,-1.23032,N,60+,TRUE,Unsupportive
S,250000,F,52,P,15000,-0.87337,N,45-59,FALSE,Unsupportive
S,250000,M,64,P,7500,-1.12468,N,60+,FALSE,Unsupportive
S,250000,F,38,S,2500,0.47106,U,30-44,FALSE,Supportive
S,250000,F,35,P,35000,0.65343,U,30-44,TRUE,Supportive
S,250000,M,20,P,15000,-0.68757,N,18-29,FALSE,Unsupportive
S,250000,F,40,P,7500,-0.03691,Y,30-44,FALSE,Unsupportive
S,250000,F,21,S,7500,1.1925,A,18-29,FALSE,Supportive
S,250000,M,68,S,35000,-1.04094,N,60+,TRUE,Unsupportive
S,250000,M,31,P,15000,1.36267,Y,30-44,FALSE,Supportive
S,250000,M,23,S,125000,-1.06402,N,18-29,TRUE,Unsupportive
S,250000,F,18,S,35000,-1.16969,U,18-29,TRUE,Unsupportive
S,250000,F,31,S,7500,0.59524,U,30-44,FALSE,Supportive
S,250000,M,22,S,35000,-0.96697,N,18-29,TRUE,Unsupportive
S,250000,M,37,S,35000,1.36617,A,30-44,TRUE,Supportive
S,15000,F,59,P,75000,1.325,Y,45-59,TRUE,Supportive
S,15000,F,23,S,35000,1.51515,Y,18-29,TRUE,Supportive
S,15000,M,38,P,15000,0.23917,U,30-44,FALSE,Supportive
S,15000,F,41,P,7500,-0.72318,N,30-44,FALSE,Unsupportive
S,15000,M,43,P,15000,0.59896,Y,30-44,FALSE,Supportive
S,15000,M,23,PS,7500,1.5877,Y,18-29,FALSE,Supportive
S,15000,F,35,P,15000,1.5877,Y,30-44,FALSE,Supportive
S,15000,M,60,P,7500,0.57763,N,60+,FALSE,Supportive
S,15000,F,36,S,2500,0.19238,U,30-44,FALSE,Supportive
S,15000,M,43,S,15000,-0.43921,U,30-44,FALSE,Unsupportive
S,15000,F,35,PS,35000,1.5877,Y,30-44,TRUE,Supportive
S,15000,M,22,P,7500,0.67327,N,18-29,FALSE,Supportive
S,15000,M,25,P,15000,-0.97709,N,18-29,FALSE,Unsupportive
S,15000,M,66,P,15000,1.57366,Y,60+,FALSE,Supportive
S,15000,F,33,P,15000,1.40952,Y,30-44,FALSE,Supportive
S,15000,M,59,P,7500,1.5877,Y,45-59,FALSE,Supportive
S,15000,F,67,P,7500,0.51637,N,60+,FALSE,Supportive
S,15000,M,21,P,15000,-1.00723,N,18-29,FALSE,Unsupportive
S,15000,M,54,P,15000,0.20137,Y,45-59,FALSE,Supportive
S,15000,F,35,S,35000,0.16992,A,30-44,TRUE,Supportive
N,15000,M,21,PS,35000,1.29424,Y,18-29,TRUE,Supportive
S,15000,M,55,S,35000,-1.29617,N,45-59,TRUE,Unsupportive
S,15000,M,66,P,15000,-1.29617,N,60+,FALSE,Unsupportive
S,15000,M,68,P,7500,0.97936,Y,60+,FALSE,Supportive
S,15000,F,20,P,2500,0.09844,Y,18-29,FALSE,Supportive
S,15000,F,31,S,35000,0.65654,U,30-44,TRUE,Supportive
S,15000,M,23,S,35000,-1.11878,N,18-29,TRUE,Unsupportive
S,15000,M,27,S,7500,0.57369,Y,18-29,FALSE,Supportive
S,15000,M,60,S,7500,0.31993,U,60+,FALSE,Supportive
S,15000,F,43,P,7500,1.06426,Y,30-44,FALSE,Supportive
S,15000,M,34,P,15000,1.5877,U,30-44,FALSE,Supportive
S,15000,M,43,P,35000,-0.54177,N,30-44,TRUE,Unsupportive
S,15000,M,37,S,35000,1.26614,Y,30-44,TRUE,Supportive
S,15000,F,48,P,2500,0.89357,U,45-59,FALSE,Supportive
S,15000,F,28,P,7500,1.1521,U,18-29,FALSE,Supportive
S,25000,F,21,S,35000,-0.80987,N,18-29,TRUE,Unsupportive
S,25000,M,50,S,75000,-0.05229,U,45-59,TRUE,Unsupportive
S,25000,F,45,S,35000,-0.41564,U,45-59,TRUE,Unsupportive
S,25000,M,30,S,35000,0.30179,Y,30-44,TRUE,Supportive
S,25000,F,69,S,7500,-0.11321,U,60+,FALSE,Unsupportive
S,25000,F,28,P,35000,0.19238,U,18-29,TRUE,Supportive
S,25000,F,37,P,2500,-0.36626,A,30-44,FALSE,Unsupportive
S,25000,M,30,S,2500,1.00098,Y,30-44,FALSE,Supportive
S,25000,M,21,P,35000,-0.35694,N,18-29,TRUE,Unsupportive
S,25000,F,40,P,2500,-0.23049,U,30-44,FALSE,Unsupportive
S,25000,M,57,P,7500,0.10233,Y,45-59,FALSE,Supportive
S,25000,M,27,S,15000,-0.43537,N,18-29,FALSE,Unsupportive
S,25000,F,18,S,2500,1.56059,Y,18-29,FALSE,Supportive
S,25000,F,25,P,7500,1.36755,Y,18-29,FALSE,Supportive
S,25000,F,49,P,2500,0.16314,Y,45-59,FALSE,Supportive
S,25000,M,18,S,7500,-1.21834,N,18-29,FALSE,Unsupportive
S,25000,M,47,PS,35000,-1.14049,N,45-59,TRUE,Unsupportive
S,25000,F,22,P,15000,1.54947,Y,18-29,FALSE,Supportive
S,125000,M,43,PS,75000,-0.92993,N,30-44,TRUE,Unsupportive
S,125000,F,52,P,15000,0.9584,Y,45-59,FALSE,Supportive
S,125000,F,24,S,15000,-0.67175,A,18-29,FALSE,Unsupportive
S,125000,M,18,S,15000,-0.98612,N,18-29,FALSE,Unsupportive
S,125000,M,28,PS,75000,-1.14049,N,18-29,TRUE,Unsupportive
S,125000,M,43,P,200000,1.50201,Y,30-44,TRUE,Supportive
S,125000,F,23,S,35000,-1.26853,N,18-29,TRUE,Unsupportive
S,125000,M,23,PS,35000,-1.03486,N,18-29,TRUE,Unsupportive
S,125000,M,42,PS,35000,0.66881,U,30-44,TRUE,Supportive
S,125000,M,20,S,15000,0.52377,U,18-29,FALSE,Supportive
S,125000,F,20,PS,35000,-1.0495,N,18-29,TRUE,Unsupportive
S,125000,F,48,P,15000,-0.90176,U,45-59,FALSE,Unsupportive
S,125000,M,36,S,15000,0.60546,U,30-44,FALSE,Supportive
S,125000,F,33,P,75000,-1.29617,N,30-44,TRUE,Unsupportive
S,125000,F,38,PS,125000,-0.15788,N,30-44,TRUE,Unsupportive
S,125000,M,37,P,35000,1.28625,Y,30-44,TRUE,Supportive
S,125000,M,22,PS,200000,1.12564,Y,18-29,TRUE,Supportive
S,125000,M,42,PS,200000,1.54808,Y,30-44,TRUE,Supportive
S,125000,F,19,PS,200000,1.54808,Y,18-29,TRUE,Supportive
S,15000,M,41,P,15000,1.37299,Y,30-44,FALSE,Supportive
S,15000,F,23,S,7500,0.68101,Y,18-29,FALSE,Supportive
S,15000,M,56,P,7500,0.35966,U,45-59,FALSE,Supportive
S,15000,F,44,P,75000,1.40449,Y,30-44,TRUE,Supportive
S,15000,F,33,P,15000,-1.29617,N,30-44,FALSE,Unsupportive
S,15000,M,19,S,15000,1.71355,Y,18-29,FALSE,Supportive
S,15000,M,37,P,35000,1.43203,Y,30-44,TRUE,Supportive
S,15000,F,62,P,2500,1.26728,U,60+,FALSE,Supportive
S,15000,F,36,P,15000,0.8591,U,30-44,FALSE,Supportive
S,15000,F,26,PS,35000,-1.04234,N,18-29,TRUE,Unsupportive
S,15000,F,36,P,35000,0.13228,U,30-44,TRUE,Supportive
S,15000,M,40,PS,75000,0.41409,N,30-44,TRUE,Supportive
S,15000,M,22,P,15000,1.14114,Y,18-29,FALSE,Supportive
S,15000,M,32,P,15000,1.45955,Y,30-44,FALSE,Supportive
S,15000,F,19,P,2500,0.50295,Y,18-29,FALSE,Supportive
S,15000,M,34,S,75000,1.36617,Y,30-44,TRUE,Supportive
S,15000,M,69,P,15000,1.39479,Y,60+,FALSE,Supportive
S,15000,F,32,S,35000,0.52178,Y,30-44,TRUE,Supportive
S,15000,F,39,P,2500,0.39966,Y,30-44,FALSE,Supportive
S,25000,F,31,P,7500,1.50986,Y,30-44,FALSE,Supportive
S,25000,F,57,P,7500,1.54731,U,45-59,FALSE,Supportive
S,25000,M,28,P,15000,0.67731,U,18-29,FALSE,Supportive
S,25000,M,33,P,15000,-0.82779,U,30-44,FALSE,Unsupportive
S,25000,M,63,S,35000,1.01347,Y,60+,TRUE,Supportive
S,25000,F,36,P,15000,0.49424,U,30-44,FALSE,Supportive
S,25000,M,52,S,7500,0.77456,Y,45-59,FALSE,Supportive
S,25000,F,44,P,35000,0.52212,Y,30-44,TRUE,Supportive
S,25000,M,19,S,2500,1.40641,U,18-29,FALSE,Supportive
S,25000,F,27,S,35000,0.92562,A,18-29,TRUE,Supportive
S,25000,F,29,S,2500,-1.25656,U,18-29,FALSE,Unsupportive
S,25000,M,24,P,2500,-1.25656,U,18-29,FALSE,Unsupportive
S,25000,F,59,P,7500,-1.29617,Y,45-59,FALSE,Unsupportive
S,25000,F,31,S,15000,1.00888,Y,30-44,FALSE,Supportive
S,25000,F,45,S,7500,1.09242,Y,45-59,FALSE,Supportive
S,25000,F,19,PS,15000,-0.14866,A,18-29,FALSE,Unsupportive
S,25000,M,37,PS,7500,-0.61342,N,30-44,FALSE,Unsupportive
S,25000,M,36,S,7500,0.84092,A,30-44,FALSE,Supportive
S,25000,M,21,P,7500,0.73054,Y,18-29,FALSE,Supportive
S,125000,F,59,P,15000,-0.89099,U,45-59,FALSE,Unsupportive
S,125000,F,32,PS,35000,1.06803,Y,30-44,TRUE,Supportive
S,125000,M,47,P,35000,-1.18323,N,45-59,TRUE,Unsupportive
S,125000,M,18,S,35000,-0.92939,N,18-29,TRUE,Unsupportive
S,125000,M,34,S,15000,-0.75084,N,30-44,FALSE,Unsupportive
S,125000,F,24,S,35000,-1.25795,N,18-29,TRUE,Unsupportive
S,125000,F,52,P,35000,1.09454,Y,45-59,TRUE,Supportive
S,125000,F,54,P,35000,1.34252,Y,45-59,TRUE,Supportive
S,125000,F,45,P,2500,1.27772,U,45-59,FALSE,Supportive
S,125000,F,32,P,7500,-0.0968,U,30-44,FALSE,Unsupportive
S,125000,M,40,P,7500,0.70614,U,30-44,FALSE,Supportive
S,125000,M,34,P,7500,-0.84411,N,30-44,FALSE,Unsupportive
S,125000,M,44,P,15000,-0.12988,A,30-44,FALSE,Unsupportive
S,125000,M,39,S,75000,-1.14049,N,30-44,TRUE,Unsupportive
S,125000,F,40,S,125000,0.14576,A,30-44,TRUE,Supportive
S,125000,F,55,P,2500,-1.00723,N,45-59,FALSE,Unsupportive
S,125000,F,21,P,15000,0.11541,Y,18-29,FALSE,Supportive
S,125000,M,18,S,7500,-1.15309,N,18-29,FALSE,Unsupportive
S,125000,M,70,S,75000,1.05894,Y,60+,TRUE,Supportive
S,125000,F,31,S,125000,1.43203,Y,30-44,TRUE,Supportive
S,125000,F,35,PS,75000,1.03393,Y,30-44,TRUE,Supportive
S,125000,F,40,S,35000,0.43786,Y,30-44,TRUE,Supportive
S,125000,M,27,PS,125000,-0.32494,N,18-29,TRUE,Unsupportive
S,125000,F,55,P,15000,-0.36459,A,45-59,FALSE,Unsupportive
S,125000,F,28,P,15000,1.49187,Y,18-29,FALSE,Supportive
S,125000,F,41,P,15000,-0.66172,N,30-44,FALSE,Unsupportive
S,125000,M,36,P,75000,0.84959,U,30-44,TRUE,Supportive
S,125000,M,19,S,7500,-0.17095,Y,18-29,FALSE,Unsupportive
S,125000,F,29,S,15000,-1.07733,U,18-29,FALSE,Unsupportive
S,125000,M,47,S,35000,1.43203,Y,45-59,TRUE,Supportive
S,125000,M,30,S,15000,-0.93468,N,30-44,FALSE,Unsupportive
S,125000,M,22,S,15000,-1.18993,N,18-29,FALSE,Unsupportive
S,125000,F,43,S,15000,1.03251,Y,30-44,FALSE,Supportive
S,125000,F,67,P,15000,1.00184,Y,60+,FALSE,Supportive
S,125000,M,22,S,35000,-0.84201,N,18-29,TRUE,Unsupportive
S,125000,F,29,P,7500,1.44774,Y,18-29,FALSE,Supportive
S,125000,F,24,S,35000,1.24184,Y,18-29,TRUE,Supportive
S,125000,M,49,P,35000,1.5877,Y,45-59,TRUE,Supportive
S,15000,F,21,P,7500,-1.14317,N,18-29,FALSE,Unsupportive
S,15000,F,58,P,15000,1.32577,Y,45-59,FALSE,Supportive
S,15000,M,62,S,35000,1.12272,Y,60+,TRUE,Supportive
S,15000,M,47,S,125000,0.66292,Y,45-59,TRUE,Supportive
S,15000,M,23,S,15000,-1.00193,N,18-29,FALSE,Unsupportive
S,15000,M,66,P,7500,1.17153,U,60+,FALSE,Supportive
S,15000,F,30,S,7500,0.99168,Y,30-44,FALSE,Supportive
S,15000,F,36,PS,75000,1.47693,Y,30-44,TRUE,Supportive
S,15000,M,29,P,15000,1.3991,U,18-29,FALSE,Supportive
S,15000,F,31,P,15000,1.31661,Y,30-44,FALSE,Supportive
S,15000,M,58,P,2500,-0.76995,U,45-59,FALSE,Unsupportive
S,15000,F,57,P,7500,-1.22954,U,45-59,FALSE,Unsupportive
S,15000,M,26,P,2500,-1.15762,N,18-29,FALSE,Unsupportive
S,15000,F,25,S,200000,1.5877,U,18-29,TRUE,Supportive
S,15000,F,48,P,75000,1.5877,Y,45-59,TRUE,Supportive
S,15000,M,60,P,15000,1.16179,Y,60+,FALSE,Supportive
S,15000,F,27,P,7500,1.35,N,18-29,FALSE,Supportive
S,125000,F,44,S,7500,-0.6549,N,30-44,FALSE,Unsupportive
S,125000,F,22,S,7500,-1.10678,N,18-29,FALSE,Unsupportive
S,125000,M,63,P,35000,1.32162,Y,60+,TRUE,Supportive
S,125000,M,28,S,35000,0.1252,Y,18-29,TRUE,Supportive
S,125000,M,27,PS,35000,-0.99172,N,18-29,TRUE,Unsupportive
S,125000,F,24,S,75000,1.37068,Y,18-29,TRUE,Supportive
S,125000,M,32,S,15000,-1.18173,N,30-44,FALSE,Unsupportive
S,125000,F,25,P,7500,-0.70047,N,18-29,FALSE,Unsupportive
S,125000,M,39,P,7500,0.40746,U,30-44,FALSE,Supportive
S,125000,M,31,P,75000,1.15958,U,30-44,TRUE,Supportive
S,125000,M,41,S,15000,0.99704,N,30-44,FALSE,Supportive
S,125000,M,42,PS,125000,0.12256,A,30-44,TRUE,Supportive
S,125000,F,41,P,15000,1.20579,U,30-44,FALSE,Supportive
S,125000,F,49,P,35000,1.23693,Y,45-59,TRUE,Supportive
S,125000,M,39,PS,75000,-0.83444,N,30-44,TRUE,Unsupportive
S,125000,F,25,S,35000,0.29024,Y,18-29,TRUE,Supportive
S,125000,M,20,S,35000,-0.42725,Y,18-29,TRUE,Unsupportive
S,125000,F,39,P,75000,-0.11784,Y,30-44,TRUE,Unsupportive
S,25000,F,22,PS,15000,1.00318,Y,18-29,FALSE,Supportive
S,25000,F,41,P,7500,1.00528,Y,30-44,FALSE,Supportive
S,25000,M,64,PS,35000,1.5877,Y,60+,TRUE,Supportive
S,25000,M,18,S,15000,-0.839,N,18-29,FALSE,Unsupportive
S,25000,F,19,S,7500,0.22416,N,18-29,FALSE,Supportive
S,25000,M,38,P,15000,1.4029,Y,30-44,FALSE,Supportive
S,25000,M,23,S,35000,0.34331,A,18-29,TRUE,Supportive
S,25000,M,21,P,35000,0.74667,U,18-29,TRUE,Supportive
S,25000,F,43,P,2500,-1.26524,N,30-44,FALSE,Unsupportive
S,25000,F,51,P,2500,0.28952,U,45-59,FALSE,Supportive
S,25000,M,39,P,7500,-0.82861,A,30-44,FALSE,Unsupportive
S,25000,M,26,P,35000,-0.41063,N,18-29,TRUE,Unsupportive
S,25000,F,33,S,35000,0.55175,Y,30-44,TRUE,Supportive
S,25000,F,55,P,7500,-1.29617,U,45-59,FALSE,Unsupportive
S,25000,F,40,P,2500,-0.30396,Y,30-44,FALSE,Unsupportive
S,25000,F,70,P,15000,1.32577,Y,60+,FALSE,Supportive
S,25000,F,31,P,15000,-1.04981,U,30-44,FALSE,Unsupportive
S,25000,M,43,P,35000,0.61457,Y,30-44,TRUE,Supportive
S,25000,M,22,P,15000,1.51655,Y,18-29,FALSE,Supportive
S,25000,F,24,S,35000,0.46682,N,18-29,TRUE,Supportive
S,25000,F,24,P,35000,-0.25323,Y,18-29,TRUE,Unsupportive
S,25000,M,38,P,35000,0.66157,Y,30-44,TRUE,Supportive
S,25000,M,25,S,75000,1.25199,Y,18-29,TRUE,Supportive
S,25000,M,28,S,75000,-0.89167,A,18-29,TRUE,Unsupportive
S,25000,M,60,P,7500,0.34221,N,60+,FALSE,Supportive
S,25000,M,27,S,75000,-0.78296,U,18-29,TRUE,Unsupportive
S,25000,F,37,S,7500,-1.25899,Y,30-44,FALSE,Unsupportive
S,25000,F,26,P,7500,0.79717,Y,18-29,FALSE,Supportive
S,25000,M,34,P,75000,0.31015,U,30-44,TRUE,Supportive
S,25000,F,30,PS,35000,0.44087,A,30-44,TRUE,Supportive
S,25000,F,41,S,35000,0.84982,A,30-44,TRUE,Supportive
S,25000,F,37,P,15000,-0.98021,U,30-44,FALSE,Unsupportive
S,25000,M,39,S,35000,0.75548,U,30-44,TRUE,Supportive
S,25000,M,34,PS,75000,1.36206,Y,30-44,TRUE,Supportive
S,25000,M,42,PS,125000,-1.03027,N,30-44,TRUE,Unsupportive
S,25000,F,52,P,15000,1.31484,U,45-59,FALSE,Supportive
S,25000,F,19,P,15000,0.22425,U,18-29,FALSE,Supportive
S,25000,F,37,PS,35000,-0.16155,U,30-44,TRUE,Unsupportive
S,25000,F,23,S,15000,-1.18602,N,18-29,FALSE,Unsupportive
S,25000,M,32,S,75000,0.9301,U,30-44,TRUE,Supportive
S,25000,M,42,S,125000,0.67322,A,30-44,TRUE,Supportive
S,25000,M,32,S,35000,0.01598,U,30-44,TRUE,Supportive
S,25000,M,45,P,7500,-1.14952,N,45-59,FALSE,Unsupportive
S,25000,F,30,S,2500,-1.04842,N,30-44,FALSE,Unsupportive
S,25000,M,30,S,2500,1.43653,Y,30-44,FALSE,Supportive
S,25000,F,66,P,15000,1.5877,Y,60+,FALSE,Supportive
S,25000,F,22,P,2500,-0.97507,N,18-29,FALSE,Unsupportive
S,25000,F,38,S,35000,-1.045,N,30-44,TRUE,Unsupportive
S,25000,M,35,S,35000,-1.21974,N,30-44,TRUE,Unsupportive
S,25000,M,65,P,15000,-1.29617,N,60+,FALSE,Unsupportive
S,25000,F,28,S,15000,-0.43759,A,18-29,FALSE,Unsupportive
S,25000,M,59,S,35000,0.76631,Y,45-59,TRUE,Supportive
S,25000,M,28,P,35000,1.27034,Y,18-29,TRUE,Supportive
S,25000,F,21,S,35000,0.61585,Y,18-29,TRUE,Supportive
S,25000,F,52,P,15000,0.9282,U,45-59,FALSE,Supportive
S,25000,F,64,S,75000,-0.03354,N,60+,TRUE,Unsupportive
SA,250000,M,33,S,35000,-1.06452,N,30-44,TRUE,Unsupportive
SA,250000,M,50,P,15000,0.45059,Y,45-59,FALSE,Supportive
SA,250000,F,25,PS,35000,-1.29617,N,18-29,TRUE,Unsupportive
SA,250000,F,55,S,15000,-1.10897,N,45-59,FALSE,Unsupportive
SA,250000,M,27,PS,35000,0.20291,Y,18-29,TRUE,Supportive
SA,250000,M,20,S,15000,-1.05543,N,18-29,FALSE,Unsupportive
SA,250000,F,43,P,35000,0.49878,U,30-44,TRUE,Supportive
